"Violent Crime Arrestee Race (Combined)"
"Current date: 11/10/2025 4:41:33 PM (US Mountain Standard Time)"
"Data source: AZ_summary, Summary Combined Arrestee Race"
"Jurisdiction by Geography: Phoenix PD"
"Summary Arrest Date: 2021"
"Measures","Number of Arrestees",,,,,
"Arrest Offense","Murder and Nonnegligent Manslaughter","Rape Total","Robbery Total","Aggravated Assault Total","Violent Crime",
"Arrestee Race"
"White","107","93","492","2,480","3,172"
"Black or African American","58","54","276","1,204","1,592"
"American Indian or Alaska Native","6","5","36","263","310"
"Asian","1","2","6","22","31"
"Native Hawaiian or Other Pacific Islander","0","0","0","0","0"
