"Violent Crime Arrestee Race (Combined)"
"Current date: 11/10/2025 4:40:18 PM (US Mountain Standard Time)"
"Data source: AZ_summary, Summary Combined Arrestee Race"
"Jurisdiction by Geography: Phoenix PD"
"Summary Arrest Date: 2018"
"Measures","Number of Arrestees",,,,,
"Arrest Offense","Murder and Nonnegligent Manslaughter","Rape Total","Robbery Total","Aggravated Assault Total","Violent Crime",
"Arrestee Race"
"White","82","78","546","2,213","2,919"
"Black or African American","50","19","308","856","1,233"
"American Indian or Alaska Native","5","5","39","246","295"
"Asian","0","1","5","26","32"
"Native Hawaiian or Other Pacific Islander","0","0","0","0","0"
