"Violent Crime Arrestee Race (Combined)"
"Current date: 11/10/2025 4:42:07 PM (US Mountain Standard Time)"
"Data source: AZ_summary, Summary Combined Arrestee Race"
"Jurisdiction by Geography: Phoenix PD"
"Summary Arrest Date: 2023"
"Measures","Number of Arrestees",,,,,
"Arrest Offense","Murder and Nonnegligent Manslaughter","Rape Total","Robbery Total","Aggravated Assault Total","Violent Crime",
"Arrestee Race"
"White","135","91","423","2,237","2,886"
"Black or African American","64","34","278","1,128","1,504"
"American Indian or Alaska Native","7","2","33","301","343"
"Asian","1","0","4","24","29"
"Native Hawaiian or Other Pacific Islander","0","0","0","0","0"
