"Violent Crime Arrestee Race (Combined)"
"Current date: 11/10/2025 4:35:58 PM (US Mountain Standard Time)"
"Data source: AZ_summary, Summary Combined Arrestee Race"
"Jurisdiction by Geography: Phoenix PD"
"Summary Arrest Date: 2025"
"Measures","Number of Arrestees",,,,,
"Arrest Offense","Murder and Nonnegligent Manslaughter","Rape Total","Robbery Total","Aggravated Assault Total","Violent Crime",
"Arrestee Race"
"White","76","38","290","1,823","2,227"
"Black or African American","42","25","212","850","1,129"
"American Indian or Alaska Native","5","1","28","187","221"
"Asian","1","2","3","18","24"
"Native Hawaiian or Other Pacific Islander","0","0","0","0","0"
