"Violent Crime Arrestee Race (Combined)"
"Current date: 11/10/2025 4:41:50 PM (US Mountain Standard Time)"
"Data source: AZ_summary, Summary Combined Arrestee Race"
"Jurisdiction by Geography: Phoenix PD"
"Summary Arrest Date: 2022"
"Measures","Number of Arrestees",,,,,
"Arrest Offense","Murder and Nonnegligent Manslaughter","Rape Total","Robbery Total","Aggravated Assault Total","Violent Crime",
"Arrestee Race"
"White","108","88","504","2,208","2,908"
"Black or African American","71","49","285","1,092","1,497"
"American Indian or Alaska Native","4","6","29","292","331"
"Asian","1","1","5","31","38"
"Native Hawaiian or Other Pacific Islander","0","0","0","0","0"
