"Violent Crime Arrestee Race (Combined)"
"Current date: 11/10/2025 4:41:12 PM (US Mountain Standard Time)"
"Data source: AZ_summary, Summary Combined Arrestee Race"
"Jurisdiction by Geography: Phoenix PD"
"Summary Arrest Date: 2020"
"Measures","Number of Arrestees",,,,,
"Arrest Offense","Murder and Nonnegligent Manslaughter","Rape Total","Robbery Total","Aggravated Assault Total","Violent Crime",
"Arrestee Race"
"White","103","70","486","2,409","3,068"
"Black or African American","45","33","265","1,089","1,432"
"American Indian or Alaska Native","2","2","52","251","307"
"Asian","3","2","3","23","31"
"Native Hawaiian or Other Pacific Islander","0","0","0","0","0"
